Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Description,Risk target
44,male,2,free,quite rich,moderate,10127,48,car,"5. The applicant is a 44-year-old male who lives in free housing and has a quite rich savings account and moderate checking account balance. He is employed at job level 2 and is seeking a loan of $10,127 for a car, with a repayment period of 48 months.",Bad risk
33,male,2,own,rich,moderate,1543,6,furniture/equipment,"1. The applicant is a 33-year-old male with a moderate job level, who owns a home. He has a rich savings account and a moderate checking account balance. The credit amount requested is 1543, with a loan duration of 6 months, for the purpose of purchasing furniture or equipment.",Good risk
24,female,1,rent,little,moderate,4811,30,car,"2. The applicant is a 24-year-old female with an entry-level job, residing in a rented accommodation. She has little savings and a moderate checking account balance. The credit amount requested is 4811, with a loan duration of 30 months, for the purpose of purchasing a car.",Bad risk
33,male,1,own,moderate,little,727,12,radio/TV,"3. The applicant is a 33-year-old male with an entry-level job, who owns a home. He has a moderate savings account and a little checking account balance. The credit amount requested is 727, with a loan duration of 12 months, for the purpose of purchasing a radio or TV.",Good risk
24,female,2,own,little,moderate,1237,8,furniture/equipment,"4. The applicant is a 24-year-old female with a moderate job level, who owns a home. She has little savings and a moderate checking account balance. The credit amount requested is 1237, with a loan duration of 8 months, for the purpose of purchasing furniture or equipment.",Good risk
22,male,1,rent,little,moderate,276,9,car,"5. The applicant is a 22-year-old male with an entry-level job, residing in a rented accommodation. He has little savings and a moderate checking account balance. The credit amount requested is 276, with a loan duration of 9 months, for the purpose of purchasing a car.",Bad risk
40,male,0,free,little,moderate,5381,48,vacation/others,"1. The applicant is a 40-year-old male with a moderate financial profile. He has a little savings account balance and a moderate checking account balance. The requested credit amount of $5,381 is for a vacation or other purposes, with a loan duration of 48 months. His job level and housing situation are not provided.",Bad risk
25,male,2,own,moderate,moderate,5511,24,furniture/equipment,"2. The applicant is a 25-year-old male with a stable financial situation. He owns a house and has moderate balances in both his savings and checking accounts. The requested credit amount of $5,511 is for furniture or equipment, with a loan duration of 24 months. His job level is 2, indicating a relatively good employment status.",Good risk
26,female,2,own,little,rich,3749,24,furniture/equipment,"3. The applicant is a 26-year-old female with a moderate financial profile. She owns a house and has a little savings account balance but a rich checking account balance. The requested credit amount of $3,749 is for furniture or equipment, with a loan duration of 24 months. Her job level is 2, suggesting a decent employment status.",Good risk
25,male,1,own,little,moderate,685,12,car,"4. The applicant is a 25-year-old male with a moderate financial situation. He owns a house and has a little savings account balance and a moderate checking account balance. The requested credit amount of $685 is for a car purchase, with a loan duration of 12 months. His job level is 1, indicating a relatively lower employment status.",Good risk
29,male,1,own,little,rich,1494,4,car,"5. The applicant is a 29-year-old male with a moderate financial profile. He owns a house and has a little savings account balance but a rich checking account balance. The requested credit amount of $1,494 is for a car purchase, with a loan duration of 4 months. His job level is 1, suggesting a relatively lower employment status.",Good risk
31,male,2,own,little,little,2746,36,furniture/equipment,"1. The credit applicant is a 31-year-old male with a job level of 2 and owns a home. He has little savings and checking account balances. The requested credit amount is $2,746 for a loan duration of 36 months, intended for furniture or equipment purchases.",Good risk
38,male,1,own,little,little,708,12,furniture/equipment,"2. The credit applicant is a 38-year-old male with a job level of 1 and owns a home. He has little savings and checking account balances. The requested credit amount is $708 for a loan duration of 12 months, intended for furniture or equipment purchases.",Good risk
48,female,1,own,little,moderate,4351,24,furniture/equipment,"3. The credit applicant is a 48-year-old female with a job level of 1 and owns a home. She has little savings and moderate checking account balances. The requested credit amount is $4,351 for a loan duration of 24 months, intended for furniture or equipment purchases.",Good risk
32,male,2,own,little,moderate,701,12,education,"4. The credit applicant is a 32-year-old male with a job level of 2 and owns a home. He has little savings and moderate checking account balances. The requested credit amount is $701 for a loan duration of 12 months, intended for educational purposes.",Good risk
27,female,1,own,little,little,3643,15,furniture/equipment,"5. The credit applicant is a 27-year-old female with a job level of 1 and owns a home. She has little savings and checking account balances. The requested credit amount is $3,643 for a loan duration of 15 months, intended for furniture or equipment purchases.",Good risk
28,male,3,own,little,moderate,4249,30,car,"1. The applicant is a 28-year-old male with a job level of 3, who owns a home. He has little savings but a moderate checking account balance. He is seeking a loan of $4,249 for a car, with a duration of 30 months.",Good risk
32,male,2,own,little,little,1938,24,radio/TV,"2. The applicant is a 32-year-old male with a job level of 2, who owns a home. He has little savings and a little checking account balance. He is seeking a loan of $1,938 for a radio/TV, with a duration of 24 months.",Good risk
34,male,3,free,little,little,2910,24,car,"3. The applicant is a 34-year-old male with a job level of 3, who has free housing. He has little savings and a little checking account balance. He is seeking a loan of $2,910 for a car, with a duration of 24 months.",Good risk
